Rk,Player,Age,Team,Pos,G,GS,MP,FG%,avgDistance,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
239,Isaiah Stewart,21,DET,C,50,47,1414,0.442,13.5,0.535,0.302,0.209,0.009,0.016,0.465,0.542,0.571,0.478,0.5,0.857,0.327,0.688,1,0.075,29,0.327,0.328,0,0,,stewais01
240,AJ Griffin,19,ATL,SF,72,12,1401,0.465,16.8,0.514,0.101,0.165,0.173,0.075,0.486,0.536,0.63,0.568,0.522,0.375,0.39,0.558,0.891,0.017,9,0.293,0.408,0,0,,griffaj01
241,Isaiah Joe,23,OKC,SG,73,10,1395,0.441,22.6,0.224,0.067,0.037,0.045,0.075,0.776,0.553,0.706,0.421,0.565,0.474,0.409,0.714,0.95,0.016,8,0.132,0.519,1,0,,joeis01
242,Jonathan Kuminga,20,GSW,PF,67,16,1394,0.525,10.7,0.706,0.332,0.28,0.058,0.036,0.294,0.59,0.673,0.54,0.483,0.389,0.37,0.643,0.944,0.189,90,0.425,0.419,0,0,,kuminjo01
243,Jusuf Nurkić,28,POR,C,52,52,1391,0.519,8.6,0.764,0.451,0.279,0.018,0.016,0.236,0.567,0.645,0.447,0.556,0.5,0.361,0.594,1,0.044,21,0.126,0.333,0,0,,nurkiju01
244,Dennis Smith Jr.,25,CHO,PG,54,15,1390,0.412,11.4,0.754,0.33,0.232,0.093,0.1,0.246,0.475,0.664,0.343,0.357,0.267,0.216,0.42,0.958,0.053,22,0.225,0.28,1,0,,smithde03
245,Larry Nance Jr.,30,NOP,C,65,1,1381,0.61,6.9,0.862,0.482,0.292,0.059,0.03,0.138,0.654,0.769,0.551,0.389,0.333,0.333,0.762,1,0.223,66,0.571,0.417,0,0,,nancela02
246,Josh Okogie,24,PHO,SG,72,26,1350,0.391,14.4,0.524,0.28,0.155,0.051,0.039,0.476,0.442,0.56,0.297,0.286,0.375,0.335,0.448,0.939,0.087,25,0.462,0.319,0,0,,okogijo01
247,Devonte' Graham,27,2TM,PG,73,8,1338,0.374,22.5,0.216,0.058,0.072,0.035,0.051,0.784,0.452,0.6,0.355,0.533,0.364,0.352,0.31,0.798,0,0,0.104,0.429,3,0,,grahade01
248,Devonte' Graham,27,NOP,PG,53,0,811,0.368,23,0.177,0.056,0.056,0.03,0.035,0.823,0.463,0.462,0.308,0.571,0.625,0.347,0.421,0.848,0,0,0.105,0.35,2,0,,grahade01
249,Devonte' Graham,27,SAS,PG,20,8,527,0.38,22,0.26,0.06,0.09,0.04,0.07,0.74,0.442,0.75,0.389,0.5,0.214,0.358,0.217,0.736,0,0,0.101,0.533,1,0,,grahade01
250,Terrence Ross,31,2TM,SG,63,9,1330,0.43,19.9,0.445,0.037,0.08,0.178,0.151,0.555,0.507,0.706,0.514,0.398,0.586,0.368,0.629,0.937,0.019,6,0.264,0.441,0,0,,rosste01
251,Terrence Ross,31,ORL,SG,42,9,944,0.431,19.2,0.465,0.043,0.107,0.174,0.14,0.535,0.489,0.692,0.5,0.385,0.548,0.381,0.588,0.918,0.023,5,0.231,0.459,0,0,,rosste01
252,Terrence Ross,31,PHO,SG,21,0,386,0.428,20.6,0.41,0.024,0.03,0.187,0.169,0.59,0.544,0.75,0.6,0.419,0.643,0.347,0.703,0.971,0.012,1,0.316,0.419,0,0,,rosste01
253,Luke Kennard,26,2TM,SG,59,14,1315,0.492,21,0.296,0.058,0.084,0.089,0.065,0.704,0.487,0.545,0.5,0.441,0.48,0.494,0.6,0.94,0,0,0.201,0.481,1,0,,kennalu01
254,Luke Kennard,26,LAC,SG,35,11,725,0.464,19.9,0.374,0.062,0.123,0.109,0.081,0.626,0.494,0.538,0.5,0.478,0.471,0.447,0.667,0.932,0,0,0.205,0.519,1,0,,kennalu01
255,Luke Kennard,26,MEM,SG,24,3,590,0.526,22.1,0.199,0.053,0.035,0.064,0.047,0.801,0.471,0.556,0.5,0.364,0.5,0.54,0.438,0.946,0,0,0.197,0.444,0,0,,kennalu01
256,Doug McDermott,31,SAS,SF,64,0,1314,0.457,17.3,0.43,0.176,0.163,0.054,0.038,0.57,0.516,0.707,0.412,0.393,0.25,0.413,0.845,0.984,0.027,14,0.198,0.407,1,0,,mcderdo01
257,Talen Horton-Tucker,22,UTA,SG,65,20,1313,0.419,12.7,0.669,0.232,0.321,0.083,0.033,0.331,0.485,0.627,0.437,0.314,0.4,0.286,0.206,0.776,0.038,19,0.148,0.367,5,0,,hortota01
258,Jose Alvarado,24,NOP,PG,61,10,1310,0.411,15.6,0.495,0.186,0.243,0.051,0.014,0.505,0.488,0.67,0.395,0.36,0.143,0.336,0.381,0.94,0,0,0.287,0.38,3,0,,alvarjo01
259,Aaron Wiggins,24,OKC,SG,70,14,1297,0.512,10.6,0.664,0.383,0.264,0.014,0.003,0.336,0.573,0.705,0.396,0.4,0,0.393,0.696,0.958,0.055,18,0.459,0.286,1,0,,wiggiaa01
260,Lonnie Walker IV,24,LAL,SG,56,32,1297,0.448,15.7,0.528,0.195,0.188,0.055,0.089,0.472,0.522,0.699,0.404,0.345,0.489,0.365,0.572,0.923,0.055,24,0.273,0.412,2,0,,walkelo01
261,Sam Hauser,25,BOS,SF,80,8,1290,0.455,22.4,0.154,0.078,0.048,0.013,0.015,0.846,0.656,0.839,0.526,0.6,0.167,0.418,0.775,0.971,0.013,3,0.307,0.437,2,0,,hausesa01
262,Jalen Smith,22,IND,C,68,31,1279,0.476,12.2,0.624,0.346,0.185,0.037,0.049,0.376,0.593,0.761,0.404,0.158,0.4,0.283,0.718,0.963,0.085,42,0.298,0.281,0,0,,smithja04
263,LaMelo Ball,21,CHO,PG,36,36,1268,0.411,17.7,0.469,0.169,0.162,0.085,0.053,0.531,0.45,0.598,0.316,0.443,0.395,0.376,0.25,0.653,0.004,3,0.136,0.385,2,0,,ballla01
264,David Roddy,21,MEM,PF,70,4,1258,0.429,14.5,0.495,0.271,0.183,0.026,0.014,0.505,0.553,0.711,0.351,0.545,0.167,0.307,0.609,0.969,0.057,22,0.415,0.341,1,0,,roddyda01
265,Jaylen Nowell,23,MIN,SG,65,2,1252,0.448,13.5,0.629,0.251,0.213,0.134,0.03,0.371,0.542,0.662,0.429,0.536,0.368,0.289,0.469,0.716,0.024,11,0.155,0.222,4,0,,nowelja01
266,Naz Reid,23,MIN,C,68,11,1251,0.537,11.8,0.624,0.341,0.256,0.023,0.003,0.376,0.653,0.812,0.466,0.385,0.5,0.346,0.655,1,0.066,33,0.175,0.263,0,0,,reidna01
267,Trey Lyles,27,SAC,PF,74,0,1247,0.458,15.5,0.412,0.27,0.12,0.007,0.002,0.588,0.595,0.682,0.388,0.333,0,0.363,0.65,0.977,0.083,28,0.346,0.446,0,0,,lylestr01
268,Jalen Suggs,21,ORL,SG,53,19,1246,0.419,15.8,0.545,0.23,0.162,0.077,0.077,0.455,0.496,0.588,0.472,0.324,0.441,0.327,0.317,0.712,0.016,5,0.134,0.407,2,0,,suggsja01
269,Kevin Love,34,2TM,PF,62,20,1240,0.389,20.3,0.302,0.106,0.104,0.052,0.04,0.698,0.516,0.622,0.5,0.364,0.471,0.334,0.576,0.939,0.012,2,0.149,0.341,0,0,,loveke01
270,Kevin Love,34,CLE,PF,41,3,821,0.389,20.2,0.316,0.119,0.084,0.06,0.053,0.684,0.467,0.588,0.5,0.235,0.4,0.354,0.548,0.928,0.018,2,0.144,0.429,0,0,,loveke01
271,Kevin Love,34,MIA,PF,21,17,419,0.388,20.3,0.273,0.079,0.144,0.036,0.014,0.727,0.632,0.727,0.5,0.8,1,0.297,0.625,0.967,0,0,0.158,0.188,0,0,,loveke01
272,Cory Joseph,31,DET,PG,62,2,1227,0.427,16.8,0.487,0.088,0.214,0.097,0.074,0.513,0.468,0.645,0.427,0.441,0.346,0.389,0.213,0.743,0,0,0.172,0.387,0,0,,josepco01
273,Delon Wright,30,WAS,PG,50,14,1221,0.474,14.4,0.591,0.196,0.299,0.062,0.034,0.409,0.564,0.842,0.391,0.444,0.7,0.345,0.268,0.854,0.014,4,0.244,0.345,4,0,,wrighde01
274,Nick Richards,25,CHO,C,65,9,1217,0.629,2.6,0.997,0.741,0.227,0.019,0.01,0.003,0.628,0.741,0.282,0.5,0.333,1,0.638,1,0.3,82,0,,0,0,,richani01
275,Seth Curry,32,BRK,SG,61,7,1211,0.463,19.8,0.483,0.058,0.067,0.114,0.245,0.517,0.525,0.615,0.467,0.588,0.491,0.405,0.526,0.809,0,0,0.254,0.424,0,0,,curryse01
276,Ochai Agbaji,22,UTA,SG,59,22,1209,0.427,16.9,0.409,0.15,0.21,0.026,0.023,0.591,0.532,0.621,0.494,0.4,0.444,0.355,0.762,0.988,0.054,17,0.412,0.457,0,0,,agbajoc01
277,Kenrich Williams,28,OKC,PF,53,10,1206,0.517,13.4,0.613,0.318,0.142,0.09,0.064,0.387,0.608,0.718,0.51,0.452,0.5,0.373,0.659,1,0.066,21,0.343,0.413,0,0,,willike04
278,Matisse Thybulle,25,2TM,SF,71,28,1200,0.435,15.4,0.415,0.265,0.138,0.012,0,0.585,0.533,0.642,0.343,0.333,,0.365,0.768,0.963,0.091,21,0.486,0.375,1,0,,thybuma01
279,Matisse Thybulle,25,PHI,SF,49,6,591,0.431,14.9,0.457,0.293,0.155,0.009,0,0.543,0.547,0.647,0.389,0,,0.333,0.759,1,0.095,9,0.508,0.313,1,0,,thybuma01
280,Matisse Thybulle,25,POR,SG,22,22,609,0.438,16,0.38,0.241,0.124,0.015,0,0.62,0.519,0.636,0.294,0.5,,0.388,0.778,0.939,0.088,12,0.471,0.425,0,0,,thybuma01
281,Isaiah Livers,24,DET,PF,52,22,1199,0.417,20,0.295,0.066,0.073,0.066,0.076,0.705,0.541,0.842,0.381,0.368,0.5,0.365,0.609,0.892,0.028,8,0.305,0.435,2,0,,liveris01
282,Cameron Johnson,26,2TM,PF,42,41,1199,0.47,17.1,0.462,0.198,0.097,0.089,0.078,0.538,0.548,0.691,0.435,0.429,0.459,0.404,0.6,0.971,0.049,20,0.361,0.424,0,0,,johnsca02
283,Cameron Johnson,26,PHO,PF,17,16,429,0.474,17.7,0.428,0.179,0.098,0.075,0.075,0.572,0.5,0.71,0.412,0.385,0.231,0.455,0.676,0.956,0.04,6,0.303,0.467,0,0,,johnsca02
284,Cameron Johnson,26,BRK,PF,25,25,770,0.468,16.5,0.482,0.209,0.096,0.096,0.08,0.518,0.572,0.683,0.448,0.448,0.583,0.372,0.566,0.983,0.053,14,0.397,0.403,0,0,,johnsca02
285,Anthony Lamb,25,GSW,SF,62,4,1195,0.471,17.8,0.366,0.15,0.188,0.006,0.022,0.634,0.652,0.809,0.576,0,0.429,0.367,0.68,0.986,0.045,13,0.342,0.353,2,0,,lamban01
286,Taurean Prince,28,MIN,PF,54,4,1192,0.467,15.7,0.488,0.216,0.172,0.047,0.053,0.512,0.557,0.671,0.462,0.667,0.3,0.381,0.748,0.946,0.013,4,0.418,0.432,1,0,,princta02
287,Andrew Wiggins,27,GSW,SF,37,37,1190,0.473,15.4,0.575,0.157,0.244,0.07,0.104,0.425,0.53,0.711,0.504,0.378,0.418,0.396,0.621,0.955,0.055,25,0.2,0.356,0,0,,wiggian01
288,Jordan Nwora,24,2TM,SF,62,14,1188,0.436,15.4,0.526,0.227,0.142,0.074,0.067,0.474,0.462,0.574,0.413,0.364,0.233,0.408,0.546,0.907,0.04,15,0.28,0.39,0,0,,nworajo01
289,Jordan Nwora,24,MIL,SF,38,3,597,0.386,17,0.482,0.193,0.127,0.066,0.096,0.518,0.379,0.526,0.4,0.154,0.211,0.392,0.556,1,0.015,3,0.235,0.333,0,0,,nworajo01
290,Jordan Nwora,24,IND,SF,24,11,591,0.476,13.7,0.56,0.254,0.153,0.081,0.044,0.44,0.518,0.603,0.421,0.5,0.273,0.422,0.542,0.826,0.06,12,0.321,0.429,0,0,,nworajo01
291,Gary Harris,28,ORL,SG,48,42,1184,0.45,19.4,0.29,0.143,0.091,0.016,0.039,0.71,0.494,0.614,0.429,0,0.417,0.431,0.523,0.915,0.01,2,0.417,0.462,0,0,,harriga01
292,Tre Mann,21,OKC,PG,67,5,1183,0.393,17.2,0.487,0.126,0.204,0.108,0.05,0.513,0.475,0.667,0.373,0.407,0.56,0.315,0.267,0.605,0.012,4,0.121,0.452,2,0,,manntr01
293,Trendon Watford,22,POR,PF,62,12,1182,0.56,8.8,0.802,0.344,0.347,0.08,0.012,0.198,0.602,0.676,0.545,0.462,0.5,0.391,0.609,1,0.019,5,0.125,0.25,0,0,,watfotr01
294,Christian Braun,21,DEN,SG,76,6,1181,0.495,11.4,0.668,0.36,0.239,0.028,0.042,0.332,0.565,0.721,0.42,0.375,0.167,0.354,0.67,0.941,0.114,30,0.417,0.4,0,0,,braunch01
295,Xavier Tillman Sr.,24,MEM,C,61,29,1180,0.614,5.5,0.951,0.516,0.31,0.111,0.013,0.049,0.632,0.753,0.516,0.441,0.25,0.267,0.712,1,0.095,24,0.533,0.125,0,0,,tillmxa01
296,Devin Vassell,22,SAS,SG,38,32,1178,0.439,17.6,0.553,0.141,0.081,0.176,0.155,0.447,0.48,0.643,0.333,0.41,0.489,0.387,0.456,0.883,0.035,17,0.165,0.477,3,0,,vassede01
297,Collin Sexton,24,UTA,PG,48,15,1145,0.506,10.9,0.739,0.256,0.355,0.092,0.036,0.261,0.546,0.608,0.506,0.581,0.412,0.393,0.328,0.729,0.021,7,0.205,0.44,0,0,,sextoco01
298,Precious Achiuwa,23,TOR,C,55,12,1140,0.485,9.7,0.733,0.381,0.262,0.069,0.012,0.267,0.564,0.734,0.406,0.286,0.2,0.269,0.623,0.966,0.141,49,0.444,0.25,1,0,,achiupr01
299,Steven Adams,29,MEM,C,42,42,1133,0.597,2.6,0.996,0.696,0.281,0.019,0,0.004,0.599,0.645,0.5,0.4,,0,0.503,,0.163,41,1,0,0,0,,adamsst01
300,Alec Burks,31,DET,SG,51,8,1122,0.436,17.7,0.479,0.087,0.144,0.122,0.12,0.521,0.459,0.65,0.409,0.464,0.4,0.414,0.307,0.657,0.002,1,0.213,0.49,0,0,,burksal01
301,Lamar Stevens,25,CLE,SF,62,25,1120,0.448,11.5,0.67,0.33,0.16,0.139,0.031,0.33,0.513,0.653,0.326,0.45,0.222,0.316,0.778,0.967,0.104,24,0.621,0.254,0,0,,stevela01
302,Moritz Wagner,25,ORL,C,57,18,1109,0.5,12.2,0.588,0.379,0.189,0.008,0.013,0.412,0.631,0.733,0.453,0.333,0.4,0.313,0.782,0.98,0.134,42,0.178,0.31,0,0,,wagnemo01
303,Jordan Goodwin,24,WAS,PG,62,7,1106,0.448,13.8,0.666,0.187,0.258,0.127,0.093,0.334,0.511,0.712,0.44,0.444,0.394,0.322,0.242,0.868,0.025,5,0.212,0.52,0,0,,goodwjo01
304,Victor Oladipo,30,MIA,SG,42,2,1106,0.397,16.7,0.474,0.144,0.156,0.107,0.055,0.526,0.471,0.534,0.492,0.326,0.545,0.33,0.278,0.586,0.01,3,0.179,0.158,1,0,,oladivi01
305,Ben Simmons,26,BRK,PG,42,33,1105,0.566,4.8,0.991,0.43,0.464,0.094,0.004,0.009,0.571,0.713,0.468,0.455,0,0,0.617,,0.157,32,0,,0,0,,simmobe01
306,Jeff Green,36,DEN,PF,56,4,1091,0.488,11.5,0.683,0.302,0.271,0.067,0.034,0.317,0.58,0.768,0.427,0.409,0.364,0.288,0.785,0.9,0.146,43,0.365,0.421,2,0,,greenje02
307,Brandon Clarke,26,MEM,PF,56,8,1090,0.656,5.1,0.983,0.496,0.318,0.146,0.023,0.017,0.665,0.792,0.568,0.451,0.625,0.167,0.768,1,0.158,52,1,0.167,0,0,,clarkbr01
308,Bones Hyland,22,2TM,PG,56,1,1085,0.399,17.4,0.448,0.156,0.175,0.082,0.035,0.552,0.434,0.618,0.31,0.319,0.5,0.371,0.279,0.607,0.007,3,0.137,0.442,0,0,,hylanbo01
309,Bones Hyland,22,DEN,PG,42,1,820,0.399,17.7,0.445,0.147,0.18,0.081,0.037,0.555,0.425,0.641,0.321,0.257,0.438,0.378,0.305,0.549,0.007,2,0.12,0.483,0,0,,hylanbo01
310,Bones Hyland,22,LAC,PG,14,0,265,0.401,17.1,0.46,0.182,0.161,0.088,0.029,0.54,0.46,0.56,0.273,0.5,0.75,0.351,0.207,0.808,0.007,1,0.189,0.357,0,0,,hylanbo01
311,Oshae Brissett,24,IND,PF,65,2,1083,0.386,13.9,0.514,0.326,0.147,0.016,0.019,0.486,0.457,0.558,0.277,0.4,0,0.31,0.707,0.938,0.05,14,0.258,0.225,0,0,,brissos01
312,Thomas Bryant,25,2TM,C,59,26,1081,0.623,8.6,0.84,0.412,0.257,0.1,0.062,0.16,0.658,0.803,0.537,0.486,0.478,0.441,0.775,0.962,0.244,81,0.22,0.462,1,0,,bryanth01
313,Thomas Bryant,25,LAL,C,41,25,876,0.654,8.3,0.834,0.432,0.256,0.093,0.053,0.166,0.697,0.823,0.558,0.643,0.438,0.44,0.777,0.955,0.252,70,0.26,0.462,1,0,,bryanth01
314,Thomas Bryant,25,DEN,C,18,1,205,0.485,8.8,0.868,0.324,0.265,0.132,0.103,0.132,0.492,0.682,0.444,0,0.571,0.444,0.759,1,0.206,11,0,,0,0,,bryanth01
315,Obi Toppin,24,NYK,PF,67,5,1050,0.446,16,0.411,0.289,0.095,0.019,0.007,0.589,0.593,0.736,0.25,0.125,0.667,0.344,0.863,0.965,0.148,52,0.47,0.353,2,0,,toppiob01
316,Joe Ingles,35,MIL,SF,46,0,1044,0.435,22.2,0.181,0.081,0.073,0.008,0.02,0.819,0.556,0.65,0.5,0.5,0.4,0.409,0.32,0.711,0,0,0.261,0.453,1,0,,inglejo01
317,Jalen Johnson,21,ATL,SF,70,6,1042,0.491,11.2,0.677,0.391,0.189,0.04,0.047,0.323,0.587,0.722,0.41,0.462,0.333,0.288,0.625,1,0.152,42,0.442,0.283,3,0,,johnsja05
318,Isaiah Jackson,21,IND,C,63,12,1042,0.563,4.2,0.956,0.616,0.261,0.044,0.025,0.044,0.582,0.684,0.373,0.286,0.75,0.143,0.729,1,0.296,82,0.214,0.333,0,0,,jacksis01
319,Dyson Daniels,19,NOP,PG,59,11,1042,0.418,13.4,0.587,0.303,0.221,0.048,0.01,0.413,0.492,0.635,0.348,0.3,0,0.314,0.55,0.889,0.029,6,0.291,0.36,3,0,,daniedy01
320,Wenyen Gabriel,25,LAL,C,68,2,1024,0.596,6.1,0.862,0.523,0.312,0.019,0.008,0.138,0.647,0.713,0.568,0.2,0.5,0.278,0.676,0.9,0.092,21,0.528,0.263,1,0,,gabriwe01
321,Austin Rivers,30,MIN,SG,52,10,1016,0.435,15.7,0.411,0.201,0.191,0.019,0,0.589,0.558,0.786,0.35,0.25,,0.35,0.354,0.907,0.019,3,0.659,0.42,0,0,,riverau01
322,Hamidou Diallo,24,DET,SF,56,0,996,0.573,6.7,0.944,0.432,0.291,0.125,0.069,0.056,0.593,0.765,0.459,0.426,0.462,0.238,0.624,1,0.139,48,0.524,0.273,1,0,,diallha01
323,Will Barton,32,2TM,SG,56,2,993,0.379,17,0.505,0.121,0.195,0.093,0.091,0.495,0.391,0.591,0.31,0.324,0.364,0.367,0.444,0.727,0.022,7,0.183,0.515,2,0,,bartowi01
324,Will Barton,32,WAS,SG,40,0,782,0.386,17,0.516,0.119,0.214,0.091,0.091,0.484,0.395,0.588,0.311,0.308,0.423,0.377,0.379,0.75,0.025,6,0.181,0.48,1,0,,bartowi01
325,Will Barton,32,TOR,SG,16,2,211,0.354,17,0.468,0.127,0.127,0.101,0.089,0.532,0.378,0.6,0.3,0.375,0.143,0.333,0.714,0.643,0.013,1,0.19,0.625,1,0,,bartowi01
326,Marvin Bagley III,23,DET,C,42,25,990,0.529,8.8,0.827,0.296,0.366,0.11,0.029,0.173,0.579,0.779,0.479,0.452,0.364,0.288,0.612,0.947,0.071,27,0.288,0.316,1,0,,baglema01
327,Cam Reddish,23,2TM,SF,40,20,990,0.446,13.4,0.538,0.266,0.189,0.054,0.016,0.462,0.56,0.675,0.508,0.412,0.2,0.313,0.723,0.8,0.038,12,0.333,0.354,2,0,,reddica01
328,Cam Reddish,23,NYK,SF,20,8,438,0.449,12.8,0.588,0.316,0.206,0.044,0.022,0.412,0.55,0.651,0.464,0.333,0.333,0.304,0.75,0.941,0.059,8,0.339,0.368,1,0,,reddica01
329,Cam Reddish,23,POR,SF,20,12,552,0.443,14,0.5,0.227,0.176,0.063,0.011,0.5,0.568,0.7,0.548,0.455,0,0.318,0.7,0.714,0.023,4,0.33,0.345,1,0,,reddica01
330,Jock Landale,27,PHO,C,69,4,979,0.528,9.8,0.751,0.377,0.297,0.053,0.024,0.249,0.621,0.74,0.53,0.333,0.5,0.25,0.771,1,0.139,42,0.036,0.333,1,0,,landajo01
331,Nassir Little,22,POR,SF,54,4,976,0.442,16.9,0.479,0.185,0.129,0.059,0.092,0.521,0.524,0.696,0.333,0.389,0.5,0.367,0.553,0.931,0.05,12,0.139,0.364,2,0,,littlna01
332,Usman Garuba,20,HOU,C,75,1,970,0.486,9.9,0.667,0.452,0.209,0.006,0,0.333,0.525,0.625,0.324,0,,0.407,0.613,1,0.062,11,0.492,0.414,0,0,,garubus01
333,JT Thor,20,CHO,PF,69,8,969,0.399,15.8,0.483,0.193,0.164,0.088,0.038,0.517,0.487,0.565,0.487,0.381,0.333,0.317,0.679,0.974,0.05,11,0.553,0.382,0,0,,thorjt01
334,Haywood Highsmith,26,MIA,PF,54,11,969,0.431,15.4,0.495,0.241,0.148,0.069,0.037,0.505,0.523,0.692,0.406,0.267,0.375,0.339,0.625,0.973,0.06,13,0.44,0.313,0,0,,highsha01
335,Cameron Payne,28,PHO,PG,48,15,968,0.415,15.8,0.592,0.124,0.267,0.146,0.055,0.408,0.448,0.607,0.388,0.439,0.4,0.368,0.3,0.662,0,0,0.097,0.333,3,0,,payneca01
336,Kendrick Nunn,27,2TM,SG,70,2,964,0.424,17,0.504,0.127,0.18,0.127,0.071,0.496,0.493,0.667,0.395,0.474,0.469,0.354,0.366,0.696,0.022,8,0.229,0.333,1,0,,nunnke01
337,Kendrick Nunn,27,LAL,SG,39,2,528,0.406,16.8,0.498,0.131,0.179,0.12,0.068,0.502,0.488,0.667,0.444,0.4,0.412,0.325,0.459,0.756,0.02,4,0.214,0.333,0,0,,nunnke01
338,Kendrick Nunn,27,WAS,SG,31,0,436,0.447,17.2,0.513,0.121,0.181,0.136,0.075,0.487,0.5,0.667,0.333,0.556,0.533,0.392,0.255,0.632,0.025,4,0.247,0.333,1,0,,nunnke01
339,Karl-Anthony Towns,27,MIN,PF,29,29,957,0.495,14,0.617,0.201,0.292,0.056,0.068,0.383,0.576,0.791,0.48,0.333,0.552,0.366,0.599,0.967,0.044,17,0.104,0.176,0,0,,townska01
340,Zion Williamson,22,NOP,PF,29,29,956,0.608,4.1,0.959,0.618,0.307,0.026,0.009,0.041,0.618,0.721,0.438,0.5,0,0.368,0.457,0.857,0.113,42,0,,0,0,AS,willizi01
341,Kevin Knox,23,2TM,SF,63,5,952,0.458,16.5,0.44,0.235,0.102,0.066,0.036,0.56,0.596,0.692,0.5,0.5,0.417,0.349,0.644,1,0.06,18,0.344,0.313,0,0,,knoxke01
342,Kevin Knox,23,DET,SF,42,1,593,0.469,18,0.352,0.162,0.128,0.039,0.022,0.648,0.651,0.793,0.565,0.429,0.5,0.371,0.707,1,0.045,8,0.414,0.333,0,0,,knoxke01
343,Kevin Knox,23,POR,PF,21,4,359,0.444,14.9,0.542,0.32,0.072,0.098,0.052,0.458,0.554,0.633,0.364,0.533,0.375,0.314,0.587,1,0.078,10,0.229,0.25,0,0,,knoxke01
344,Cam Thomas,21,BRK,SG,57,4,948,0.441,14.6,0.708,0.125,0.226,0.228,0.129,0.292,0.464,0.684,0.466,0.346,0.458,0.383,0.327,0.451,0.011,5,0.105,0.5,0,0,,thomaca02
345,Mike Muscala,31,2TM,C,63,9,945,0.449,19.8,0.291,0.092,0.072,0.082,0.041,0.709,0.588,0.63,0.667,0.5,0.5,0.391,0.86,0.975,0.021,5,0.232,0.417,0,0,,muscami01
346,Mike Muscala,31,OKC,C,43,5,622,0.438,20.7,0.3,0.103,0.049,0.094,0.054,0.7,0.541,0.667,0.4,0.526,0.455,0.394,0.879,0.982,0.02,3,0.183,0.385,0,0,,muscami01
347,Mike Muscala,31,BOS,C,20,4,323,0.472,18.9,0.27,0.067,0.124,0.056,0.011,0.73,0.708,0.5,0.909,0.4,1,0.385,0.824,0.96,0.022,2,0.338,0.455,0,0,,muscami01
348,Maxi Kleber,31,DAL,PF,37,5,930,0.456,18.1,0.337,0.237,0.047,0.036,0.018,0.663,0.667,0.725,0.5,0.667,0.333,0.348,0.868,0.974,0.077,11,0.277,0.29,0,0,,klebima01
349,Yuta Watanabe,28,BRK,SF,58,1,928,0.491,16.4,0.418,0.224,0.138,0.017,0.039,0.582,0.557,0.769,0.281,0.25,0.444,0.444,0.722,1,0.06,13,0.533,0.514,1,0,,watanyu01
350,Ish Wainright,28,PHO,SF,60,2,915,0.37,19.8,0.238,0.15,0.075,0.009,0.004,0.762,0.5,0.529,0.471,0.5,0,0.329,0.519,0.982,0.026,3,0.514,0.337,2,0,,wainris01
351,Daishen Nix,20,HOU,PG,57,7,914,0.342,17.4,0.409,0.19,0.194,0.004,0.021,0.591,0.423,0.489,0.37,1,0.2,0.286,0.439,0.825,0.013,2,0.15,0.238,3,0,,nixda01
352,Jaylin Williams,20,OKC,C,49,36,914,0.436,16.2,0.517,0.192,0.15,0.107,0.068,0.483,0.463,0.667,0.2,0.32,0.688,0.407,0.839,0.957,0.047,8,0.159,0.556,0,0,,willija07
353,Chris Duarte,25,IND,SF,46,12,897,0.369,17.2,0.477,0.183,0.099,0.096,0.09,0.523,0.428,0.541,0.485,0.25,0.3,0.316,0.456,0.782,0.015,4,0.328,0.333,3,0,,duartch01
354,Derrick Jones Jr.,25,CHI,PF,64,0,893,0.5,9.7,0.652,0.548,0.096,0.009,0,0.348,0.587,0.627,0.364,0.5,,0.338,0.739,1,0.178,35,0.6,0.375,0,0,,jonesde02
355,Dean Wade,26,CLE,PF,44,13,891,0.412,19,0.282,0.164,0.062,0.045,0.011,0.718,0.56,0.759,0.364,0.25,0,0.354,0.821,1,0.04,6,0.409,0.404,0,0,,wadede01
356,Vlatko Čančar,25,DEN,PF,60,9,889,0.476,15.3,0.493,0.233,0.22,0.035,0.004,0.507,0.58,0.717,0.48,0.25,1,0.374,0.662,0.977,0.026,4,0.33,0.421,4,1,,cancavl01
357,Nickeil Alexander-Walker,24,2TM,SG,59,3,884,0.444,16.9,0.461,0.139,0.207,0.044,0.071,0.539,0.515,0.634,0.443,0.385,0.571,0.384,0.329,0.803,0.01,2,0.277,0.386,2,0,,alexani01
358,Nickeil Alexander-Walker,24,UTA,SG,36,3,528,0.488,16.5,0.488,0.118,0.247,0.059,0.065,0.512,0.578,0.65,0.524,0.4,0.818,0.402,0.313,0.714,0.006,1,0.241,0.381,1,0,,alexani01
359,Nickeil Alexander-Walker,24,MIN,SG,23,0,356,0.384,17.4,0.424,0.168,0.152,0.024,0.08,0.576,0.415,0.619,0.263,0.333,0.3,0.361,0.364,0.923,0.016,1,0.319,0.391,1,0,,alexani01
360,Bismack Biyombo,30,PHO,C,61,14,874,0.578,4.4,1,0.417,0.49,0.092,0,0,0.578,0.814,0.406,0.421,,,0.824,,0.214,42,,,0,0,,biyombi01
